        -nan         -nan         -nan
        -nan         -nan         -nan
        -nan         -nan         -nan
           0      24.8911      2.78473
    -24.8911            0      1.99732
    -2.78473     -1.99732            0
           0      21.8461    -0.513658
    -21.8461            0     -5.55473
    0.513658      5.55473            0
           0      7.71327      7.86728
    -7.71327            0      11.0102
    -7.86728     -11.0102            0
           0      55.5823     -54.4432
    -55.5823            0     -61.1455
     54.4432      61.1455            0
           0      142.414     -148.667
    -142.414            0     -194.106
     148.667      194.106            0
           0      288.181     -322.288
    -288.181            0     -408.942
     322.288      408.942            0
           0      88.4503     -104.717
    -88.4503            0     -117.753
     104.717      117.753            0
           0      871.271     -896.892
    -871.271            0     -1258.99
     896.892      1258.99            0
           0      158.906     -188.193
    -158.906            0     -242.649
     188.193      242.649            0
           0      219.045     -223.181
    -219.045            0     -310.758
     223.181      310.758            0
           0      46.7826     -44.2258
    -46.7826            0     -62.7977
     44.2258      62.7977            0
           0      77.3406     -108.052
    -77.3406            0     -126.982
     108.052      126.982            0
           0       51.885     -63.2618
     -51.885            0     -85.6579
     63.2618      85.6579            0
           0      60.0411     -96.8899
    -60.0411            0     -121.566
     96.8899      121.566            0
           0      250.737       -218.4
    -250.737            0      -319.82
       218.4       319.82            0
           0      56.5373     -41.2562
    -56.5373            0     -59.5379
     41.2562      59.5379            0
           0      82.3433     -44.0806
    -82.3433            0     -66.0541
     44.0806      66.0541            0
           0      272.495     -204.423
    -272.495            0     -319.088
     204.423      319.088            0
           0      2280.51     -2108.55
    -2280.51            0     -3128.66
     2108.55      3128.66            0
           0      2786.71     -2333.82
    -2786.71            0        -3631
     2333.82         3631            0
           0      1836.06     -1676.99
    -1836.06            0     -2539.14
     1676.99      2539.14            0
           0      1310.14     -1282.73
    -1310.14            0     -1866.64
     1282.73      1866.64            0
           0      1226.67     -1061.56
    -1226.67            0     -1676.44
     1061.56      1676.44            0
           0      98.7305      6.64754
    -98.7305            0       18.642
    -6.64754      -18.642            0
           0      264.701     -70.7613
    -264.701            0     -110.365
     70.7613      110.365            0
           0      397.061     -160.572
    -397.061            0     -272.572
     160.572      272.572            0
           0      1522.65     -870.042
    -1522.65            0     -1490.15
     870.042      1490.15            0
           0      333.737     -136.792
    -333.737            0      -215.43
     136.792       215.43            0
           0      1329.01     -904.398
    -1329.01            0     -1542.52
     904.398      1542.52            0
           0      686.099     -470.631
    -686.099            0     -822.617
     470.631      822.617            0
           0      3208.08     -2347.48
    -3208.08            0     -4146.98
     2347.48      4146.98            0
           0      1014.37     -730.616
    -1014.37            0     -1311.65
     730.616      1311.65            0
           0      268.665     -107.802
    -268.665            0     -167.993
     107.802      167.993            0
           0      402.245     -196.836
    -402.245            0     -343.535
     196.836      343.535            0
           0      220.078     -66.9387
    -220.078            0     -99.9506
     66.9387      99.9506            0
           0      1087.11     -855.306
    -1087.11            0     -1432.23
     855.306      1432.23            0
           0      1074.21     -808.097
    -1074.21            0     -1399.09
     808.097      1399.09            0
           0       3115.7     -2349.41
     -3115.7            0      -3807.8
     2349.41       3807.8            0
           0      286.833     -176.511
    -286.833            0     -287.465
     176.511      287.465            0
           0      287.584      -139.45
    -287.584            0     -233.865
      139.45      233.865            0
           0      47.7924     -1.07749
    -47.7924            0      3.00893
     1.07749     -3.00893            0
           0      59.6643     -18.3732
    -59.6643            0     -26.9534
     18.3732      26.9534            0
           0      58.2539       6.0682
    -58.2539            0      17.0254
     -6.0682     -17.0254            0
           0      98.6671     -25.7532
    -98.6671            0     -39.0198
     25.7532      39.0198            0
           0      367.697     -161.097
    -367.697            0      -293.34
     161.097       293.34            0
           0       265.11     -51.1274
     -265.11            0     -97.7376
     51.1274      97.7376            0
           0      110.279     -23.0925
    -110.279            0     -32.4305
     23.0925      32.4305            0
           0      646.392     -152.551
    -646.392            0      -333.57
     152.551       333.57            0
           0      206.972     -7.86596
    -206.972            0     -6.35305
     7.86596      6.35305            0
           0      193.686     -17.8684
    -193.686            0     -47.0108
     17.8684      47.0108            0
           0      81.7661     -9.07509
    -81.7661            0     -15.4358
     9.07509      15.4358            0
           0      107.542     -20.1114
    -107.542            0      -26.226
     20.1114       26.226            0
           0      98.6168     -11.7349
    -98.6168            0     -17.8836
     11.7349      17.8836            0
           0      143.942     -22.0192
    -143.942            0     -21.7099
     22.0192      21.7099            0
           0      88.5047     -12.3984
    -88.5047            0      -30.711
     12.3984       30.711            0
           0      47.3129     -7.76557
    -47.3129            0     -18.5192
     7.76557      18.5192            0
           0        934.3     -269.256
      -934.3            0     -531.647
     269.256      531.647            0
           0      2744.91     -1750.93
    -2744.91            0     -3108.57
     1750.93      3108.57            0
           0      1558.82     -687.729
    -1558.82            0     -1313.87
     687.729      1313.87            0
           0      39.9572     -76.9703
    -39.9572            0     -103.749
     76.9703      103.749            0
           0      88.8612     -112.536
    -88.8612            0     -159.753
     112.536      159.753            0
           0      78.3987     -86.5924
    -78.3987            0      -120.31
     86.5924       120.31            0
           0      17.1989     -46.2177
    -17.1989            0     -67.5175
     46.2177      67.5175            0
           0      260.929     -101.881
    -260.929            0     -90.8873
     101.881      90.8873            0
           0      45.5296     -5.43422
    -45.5296            0      11.2955
     5.43422     -11.2955            0
           0      127.454      153.469
    -127.454            0      355.341
    -153.469     -355.341            0
           0      11.9046      69.4299
    -11.9046            0      151.311
    -69.4299     -151.311            0
           0       6.2544     -25.0104
     -6.2544            0     -39.8577
     25.0104      39.8577            0
           0      8.00405      35.4642
    -8.00405            0      74.4342
    -35.4642     -74.4342            0
           0     -3.37466      2.52994
     3.37466            0      1.34577
    -2.52994     -1.34577            0
           0      53.5209      186.368
    -53.5209            0      405.471
    -186.368     -405.471            0
           0      5.49763      114.183
    -5.49763            0      252.816
    -114.183     -252.816            0
           0     -17.4719      232.515
     17.4719            0      538.603
    -232.515     -538.603            0
           0      4.58121      202.888
    -4.58121            0       445.26
    -202.888      -445.26            0
           0      165.388      71.1945
    -165.388            0      206.061
    -71.1945     -206.061            0
           0      52.9805      92.9898
    -52.9805            0      213.822
    -92.9898     -213.822            0
           0      164.194     -71.5459
    -164.194            0     -85.9786
     71.5459      85.9786            0
           0      175.628     -143.682
    -175.628            0     -205.683
     143.682      205.683            0
           0      125.781     -7.88387
    -125.781            0      18.1081
     7.88387     -18.1081            0
           0     -8.58733      23.9398
     8.58733            0      39.1731
    -23.9398     -39.1731            0
           0     -8.53352       100.75
     8.53352            0      212.975
     -100.75     -212.975            0
           0     -18.4011      141.327
     18.4011            0      306.943
    -141.327     -306.943            0
           0     -8.86768      34.6526
     8.86768            0      62.3876
    -34.6526     -62.3876            0
           0     -106.809      1135.78
     106.809            0      2737.17
    -1135.78     -2737.17            0
           0     -14.1663      211.979
     14.1663            0      489.355
    -211.979     -489.355            0
           0     -52.7947      1369.45
     52.7947            0      3432.01
    -1369.45     -3432.01            0
           0      25.9637      343.292
    -25.9637            0      968.223
    -343.292     -968.223            0
           0     -5.62735      48.6869
     5.62735            0      97.3976
    -48.6869     -97.3976            0
           0       14.903      166.565
     -14.903            0      442.765
    -166.565     -442.765            0
           0      3.27943      60.5293
    -3.27943            0      141.959
    -60.5293     -141.959            0
           0     -22.9322      385.311
     22.9322            0      1023.05
    -385.311     -1023.05            0
           0      11.1387      337.157
    -11.1387            0      986.403
    -337.157     -986.403            0
           0     -11.1717      280.047
     11.1717            0      879.778
    -280.047     -879.778            0
           0     -30.6879      211.513
     30.6879            0      591.959
    -211.513     -591.959            0
           0     -48.1015       372.03
     48.1015            0      944.168
     -372.03     -944.168            0
           0     -36.4719      182.967
     36.4719            0          484
    -182.967         -484            0
           0      -30.382      373.076
      30.382            0      898.177
    -373.076     -898.177            0
           0     -19.6953       487.78
     19.6953            0      1136.88
     -487.78     -1136.88            0
           0     -32.8954      217.166
     32.8954            0      544.279
    -217.166     -544.279            0
           0     -612.698      651.881
     612.698            0      1981.76
    -651.881     -1981.76            0
           0      -761.67      779.827
      761.67            0      2286.06
    -779.827     -2286.06            0
           0     -584.231      1518.39
     584.231            0       4714.4
    -1518.39      -4714.4            0
           0     -886.338      2267.01
     886.338            0      6869.93
    -2267.01     -6869.93            0
           0     -1140.74      1260.22
     1140.74            0      3698.69
    -1260.22     -3698.69            0
           0     -1172.17      3315.89
     1172.17            0      9592.79
    -3315.89     -9592.79            0
           0     -336.841      903.953
     336.841            0      2581.82
    -903.953     -2581.82            0
           0     -533.445      1609.09
     533.445            0      4430.64
    -1609.09     -4430.64            0
           0     -66.7393      247.146
     66.7393            0      609.436
    -247.146     -609.436            0
           0     -395.072      543.459
     395.072            0      1451.64
    -543.459     -1451.64            0
           0      -69.533      255.882
      69.533            0      636.051
    -255.882     -636.051            0
           0      -194.23      371.292
      194.23            0      879.545
    -371.292     -879.545            0
           0     -132.786      536.688
     132.786            0      1422.15
    -536.688     -1422.15            0
           0      -42.964      241.395
      42.964            0      583.952
    -241.395     -583.952            0
           0     -180.835      666.921
     180.835            0      1866.09
    -666.921     -1866.09            0
           0     -205.318      886.581
     205.318            0      2619.73
    -886.581     -2619.73            0
           0      -1484.2      4507.23
      1484.2            0        13523
    -4507.23       -13523            0
           0      -110.07      446.906
      110.07            0      1495.29
    -446.906     -1495.29            0
           0     -70.5101      511.429
     70.5101            0      1693.82
    -511.429     -1693.82            0
           0     -149.883      442.689
     149.883            0      1469.31
    -442.689     -1469.31            0
           0     -596.072       1490.6
     596.072            0      3431.15
     -1490.6     -3431.15            0
           0     -192.572      1144.36
     192.572            0      2726.41
    -1144.36     -2726.41            0
           0     -121.365      3544.64
     121.365            0      8375.94
    -3544.64     -8375.94            0
           0     -1382.96       8564.7
     1382.96            0      20074.3
     -8564.7     -20074.3            0
           0      -67.088      900.498
      67.088            0       2060.1
    -900.498      -2060.1            0
           0      126.954      190.296
    -126.954            0      447.441
    -190.296     -447.441            0
           0      133.735       202.19
    -133.735            0      470.098
     -202.19     -470.098            0
           0      131.667      126.434
    -131.667            0      286.832
    -126.434     -286.832            0
           0      137.911      63.1803
    -137.911            0      164.635
    -63.1803     -164.635            0
           0      58.0406      367.815
    -58.0406            0      829.644
    -367.815     -829.644            0
           0     -66.2555      647.591
     66.2555            0      1468.36
    -647.591     -1468.36            0
           0      -353.88      1546.16
      353.88            0      3558.75
    -1546.16     -3558.75            0
           0     0.995286      3.44855
   -0.995286            0      3.58314
    -3.44855     -3.58314            0
           0      2.25216      3.35336
    -2.25216            0      4.00154
    -3.35336     -4.00154            0
           0       3.6053      9.14604
     -3.6053            0      9.80407
    -9.14604     -9.80407            0
           0      4.47906      8.95565
    -4.47906            0      9.72325
    -8.95565     -9.72325            0
           0      4.01265      3.06447
    -4.01265            0      4.58345
    -3.06447     -4.58345            0
           0      3478.46      5645.81
    -3478.46            0      6663.89
    -5645.81     -6663.89            0
           0      10.3296      2.55525
    -10.3296            0      7.46321
    -2.55525     -7.46321            0
           0      3757.63      2299.87
    -3757.63            0      3844.14
    -2299.87     -3844.14            0
           0      4830.08     -1265.47
    -4830.08            0      1179.16
     1265.47     -1179.16            0
           0      6.05153      1.13425
    -6.05153            0      4.43233
    -1.13425     -4.43233            0
           0      15.3716     -4.23099
    -15.3716            0      4.63318
     4.23099     -4.63318            0
           0      6.91387    -0.138869
    -6.91387            0      4.15348
    0.138869     -4.15348            0
           0      27.9704      24.3062
    -27.9704            0      34.5877
    -24.3062     -34.5877            0
           0      38.0462    -0.404676
    -38.0462            0      16.0257
    0.404676     -16.0257            0
           0      8.93994     0.527374
    -8.93994            0      3.38253
   -0.527374     -3.38253            0
           0      5.61941      7.39004
    -5.61941            0       8.8321
    -7.39004      -8.8321            0
           0       19.702      36.1683
     -19.702            0      41.9009
    -36.1683     -41.9009            0
           0      4.08884      11.3043
    -4.08884            0      12.0655
    -11.3043     -12.0655            0
           0      17.5564      28.3575
    -17.5564            0      34.6179
    -28.3575     -34.6179            0
           0      111.725      209.619
    -111.725            0      245.113
    -209.619     -245.113            0
           0      42.4802      42.9565
    -42.4802            0      63.1908
